,pres0,rank0,pres1,rank1,pres2,rank2,pres3,rank3,pres4,rank4,pres5,rank5,pres6,rank6,pres7,rank7,pres8,rank8,pres9,rank9,pres10,rank10,pres11,rank11,pres12,rank12,pres13,rank13
468,building,0.18111712609455927,hour,0.024582732761367,captured,0.01098652060037865,channel,0.014352473191582374,concentrate,0.018038806861755824,camp,0.009803837527447833,borneo,0.12419880176686666,antigovernment,0.013616502570959175,characteristic,0.020744909639475298,centennial,0.07732210860104499,combating,0.011773487708013383,beach,0.019405362850249186,barrio,0.012369416483024599,belonging,0.014739472860269867
469,built,0.09585690821490442,house,0.024582732761367,carabao,0.014745650678481038,chaos,0.013655984675974371,concentrated,0.016068069287260112,campaign,0.07561334101726212,borrowed,0.0064031087764125465,antigraft,0.014560596091517797,characterizes,0.013906719927535567,center,0.09427430267096529,come,0.024899647840701145,bean,0.018147586793530117,basahin,0.03371069208262526,belongs,0.031518527521544215
470,bulacan,0.0209852272166727,human,0.016388488507578,cardinal,0.00612834891574296,character,0.011772965158327242,concern,0.06372581414751612,campania,0.009803837527447833,borrowing,0.02817674564828117,antinarcotic,0.013256740459653579,charge,0.05083456976330912,centered,0.016470641724909904,coming,0.040035709654500484,bear,0.0537377914958006,base,0.009152257533112669,bend,0.027301459431249703
471,bulk,0.036723336512528224,humiliating,0.008194244253789,care,0.029825491978344946,characteristic,0.013655984675974371,concerned,0.034272806215876084,cancel,0.012835355396993724,bottle,0.008265761840197,antinarcotics,0.013256740459653579,charged,0.0289447230889699,central,0.07322243206685934,command,0.011773487708013383,bearing,0.034400285393725645,based,0.11434585787403445,beneficiary,0.028668652439437718
472,bulwark,0.025594775221663854,idea,0.008194244253789,cared,0.00713206078053314,characterized,0.011772965158327242,concerning,0.022669140674006508,cancer,0.020844297102035208,bottleneck,0.00664170170293468,antipiracy,0.007298396982888459,chart,0.013906719927535567,centralized,0.01839114425574491,commander,0.023546975416026766,beat,0.06636611096923163,baseload,0.018304515066225338,benefit,0.10157528632030437
473,burden,0.1637391343426811,ideal,0.016388488507578,careful,0.01098652060037865,charged,0.014352473191582374,concert,0.016068069287260112,candidly,0.009498406784890341,bound,0.02994371138659744,antiquated,0.021665180207101908,cheated,0.040028921004141356,century,0.15108977443467397,commanding,0.011773487708013383,beautiful,0.03091759276202917,basic,0.05089726266702133,benefits,0.011264076072628089
474,bureau,0.26371343180003054,ideology,0.008194244253789,carefully,0.020576134893850517,charity,0.026642082635118365,concerted,0.02609436894379654,canning,0.015868117265020604,bountiful,0.024696397641600105,antismuggling,0.059023914595049805,check,0.02196951827788676,certain,0.04589516820109886,commence,0.017571490637997584,beauty,0.049370949694447185,basilan,0.021594062290489636,benefitted,0.011848542642400268
475,burma,0.009368535330642462,imaginary,0.008194244253789,cargo,0.020308055223165245,charted,0.014352473191582374,concise,0.021552029397151208,cap,0.019607675054895666,bracket,0.012806217552825093,antisocial,0.00914503924439278,chief,0.07629286384522183,certainly,0.01957079888892792,commendable,0.011773487708013383,beda,0.017200142696862823,basin,0.01764808056504725,bequeath,0.020670626259772066
476,bus,0.0638320500697093,immediately,0.024582732761367,carlos,0.00612834891574296,charter,0.028292057270183295,conclusion,0.018038806861755824,capability,0.015627312159372343,brain,0.0064031087764125465,antitrust,0.01829007848878556,child,0.09844917247015245,certified,0.01839114425574491,commerce,0.03532046312404015,bedrock,0.018147586793530117,basis,0.036565408532616854,bereft,0.01133818145314634
477,busi,0.009368535330642462,immortal,0.008194244253789,carpet,0.00713206078053314,chartered,0.026642082635118365,concrete,0.03875094044886797,capable,0.012835355396993724,branch,0.024154119685831348,antonio,0.021910623172245833,china,0.020744909639475298,certify,0.028587163208898717,commercial,0.023546975416026766,begin,0.0737792249711812,basit,0.0078471096319951,berna,0.02267636290629268
478,business,0.15466701417140022,import,0.008194244253789,carried,0.02127633663819426,chat,0.022332811144046547,condition,0.1015147440104136,capacity,0.10762419561385028,bread,0.011753215486406563,anxiety,0.09526387449844591,chinese,0.020744909639475298,cetera,0.015447119427326631,commission,0.04022569415010946,beginning,0.03984324991045865,bask,0.012369416483024599,bersamin,0.01133818145314634
479,businessmen,0.018737070661284924,important,0.008194244253789,carrier,0.01225669783148592,check,0.013655984675974371,conduct,0.043086236469831354,capital,0.16776575796698603,break,0.00664170170293468,anxious,0.04706949276200634,choice,0.05932792749796757,chain,0.01839114425574491,commit,0.011773487708013383,begrudge,0.02136762183559526,basyang,0.02318069132093648,beset,0.007369736430134934
480,buy,0.02737198350790416,impose,0.008194244253789,carry,0.040339533468350966,checked,0.011772965158327242,conducted,0.02714130827951755,capitalization,0.018258200773766182,breakthrough,0.012806217552825093,anyaya,0.013256740459653579,choke,0.020744909639475298,chair,0.02023430391088488,commitment,0.024899647840701145,behalf,0.04718416940449843,batangas,0.009152257533112669,best,0.10422706077243721
481,c,0.02225571781972413,impoverished,0.008194244253789,carrying,0.019406417989874337,cheerfully,0.022332811144046547,conference,0.04235075920625239,capitalized,0.009803837527447833,breed,0.012806217552825093,anybody,0.0376397650569595,chose,0.04351493549726589,chaired,0.01790416491813589,committed,0.056097775774504505,belief,0.02136762183559526,bataraza,0.018304515066225338,bested,0.009596796612354064
482,cabinet,0.01219813046362889,impression,0.008194244253789,carryon,0.01225669783148592,cheerfulness,0.013655984675974371,confidence,0.04696778745740856,caput,0.019607675054895666,breeding,0.025612435105650186,anymore,0.005792519899949861,chosen,0.045399405225361004,chairman,0.03709796841441564,common,0.04904475549892197,believe,0.06719050344850847,batasan,0.03680245385837577,bethlehem,0.011848542642400268
483,cablegraphic,0.009368535330642462,inadequate,0.008194244253789,case,0.1454623563487204,chemical,0.011772965158327242,confident,0.042920040496063724,car,0.012835355396993724,brick,0.0064031087764125465,ap,0.11690509494641022,church,0.02196951827788676,challenge,0.15869985310358392,commonplace,0.017571490637997584,believed,0.018147586793530117,batasang,0.01936678318445407,betrayal,0.01133818145314634
484,cadastral,0.01219813046362889,include,0.008194244253789,cash,0.00612834891574296,cherish,0.011772965158327242,confine,0.021552029397151208,care,0.030436222247707444,bridge,0.07086409249108996,apace,0.0233552065431937,cient,0.020744909639475298,challenges,0.01957079888892792,community,0.046374901750056804,believer,0.02890356519201387,batch,0.03748882222052454,betrayed,0.011264076072628089
485,cadre,0.06136483219525141,included,0.008194244253789,cashew,0.00612834891574296,chil,0.013655984675974371,confining,0.011545368856167798,careful,0.02557845785299855,bright,0.04088973151540738,aparri,0.00914503924439278,cies,0.020744909639475298,challenging,0.015447119427326631,company,0.02310878926590776,believing,0.019405362850249186,battalion,0.01097468408155954,better,0.19602911627788858
486,cagayan,0.009368535330642462,inconceivable,0.008194244253789,casket,0.00713206078053314,child,0.1372855155528039,confirmed,0.011334570337003254,carefully,0.02837774239726275,bring,0.04705988724500648,apart,0.0542643980394243,cil,0.020744909639475298,chamber,0.04541167776408221,compared,0.012813790192407708,belison,0.018920133687618378,battered,0.01097468408155954,bgc,0.007369736430134934
487,calculated,0.03042627345528602,incontestable,0.008194244253789,catching,0.00612834891574296,china,0.013655984675974371,conflict,0.021552029397151208,cargo,0.009803837527447833,bringing,0.02208088658941482,apatnaput,0.013256740459653579,cing,0.013906719927535567,champion,0.03009858049287787,compete,0.011773487708013383,belmonte,0.03091759276202917,battle,0.026668595335667632,bias,0.009596796612354064
488,calendar,0.0209852272166727,incorporated,0.008194244253789,catholic,0.00612834891574296,chose,0.013655984675974371,confusing,0.021552029397151208,carlos,0.022157627836741665,broad,0.00664170170293468,apayaos,0.006843439513071749,cipal,0.020744909639475298,chance,0.06380449402399714,competent,0.012813790192407708,beltway,0.07822526392992121,bauko,0.0235413288959853,bicameral,0.020670626259772066
489,caliber,0.014613213247665124,independence,0.155690640821991,cattle,0.00612834891574296,cial,0.013655984675974371,congested,0.011545368856167798,carried,0.017848999738247558,broadening,0.00664170170293468,apocalyptic,0.017115822466324156,circle,0.03446151785074009,change,0.129841023550003,competitive,0.056097775774504505,ben,0.0636977495737549,bay,0.012369416483024599,bickering,0.009596796612354064
490,caliraya,0.01591225517556947,independent,0.016388488507578,cause,0.024195636485978046,cially,0.027311969351948743,congress,0.35519775880629545,carry,0.05803350438048281,brook,0.008265761840197,apolitical,0.02168305639939526,circumstance,0.020744909639475298,changed,0.049233172378391296,competitiveness,0.0284444763140772,benedict,0.018920133687618378,bayanihan,0.012369416483024599,bicol,0.007369736430134934
491,called,0.06062712267872289,indicative,0.008194244253789,caused,0.01098652060037865,cigarette,0.022332811144046547,congressional,0.011545368856167798,carrying,0.012835355396993724,brother,0.024696397641600105,apologize,0.005792519899949861,cise,0.022699702612680502,changing,0.016470641724909904,complemented,0.011773487708013383,benedicto,0.017200142696862823,beacon,0.0078471096319951,bicolanos,0.007369736430134934
492,caloocan,0.009368535330642462,individual,0.008194244253789,cautiously,0.008317605389791913,circumstance,0.044300644405533565,connect,0.011545368856167798,case,0.3224543245167681,brought,0.039922461015715414,appalled,0.00914503924439278,cite,0.027813439855071134,character,0.01957079888892792,complete,0.017571490637997584,beneficiary,0.09494214256801328,bean,0.012369416483024599,bid,0.06215569423414728
493,camarines,0.022733682972964877,industry,0.008194244253789,cavite,0.00612834891574296,citation,0.011772965158327242,connected,0.011334570337003254,cash,0.015868117265020604,brunei,0.01992510510880404,appalling,0.017644294226577716,citizen,0.05590337540981398,characterize,0.053501950120072576,completed,0.02310878926590776,benefit,0.1356259997051439,bear,0.041819172764120255,bida,0.011848542642400268
494,came,0.03950220547594713,inescapable,0.008194244253789,cayetano,0.008317605389791913,citizen,0.08952046006570721,connection,0.024860009296595105,casioned,0.009803837527447833,brunt,0.0064031087764125465,appara,0.013616502570959175,citizenry,0.013906719927535567,characterized,0.016470641724909904,completely,0.011773487708013383,benefiting,0.026124294791510943,bearing,0.023012582768426697,bidding,0.02646445247923722
495,camp,0.01219813046362889,inflexible,0.008194244253789,cease,0.011749869344679796,citizenry,0.0486706784641225,conscience,0.016068069287260112,cast,0.009498406784890341,bucas,0.0064031087764125465,apparatus,0.07194503793714047,city,0.10942599663641858,charisma,0.01839114425574491,completion,0.011773487708013383,benepisyaryo,0.02136762183559526,beautiful,0.0078471096319951,big,0.08746557486592307
496,campaign,0.030510371860626426,inflicted,0.008194244253789,ceased,0.00612834891574296,city,0.11443506157403113,consecrated,0.011545368856167798,catanduanes,0.009803837527447833,budget,0.010284678416251497,apparel,0.0218116091630435,civic,0.013906719927535567,charity,0.01790416491813589,composting,0.011773487708013383,benguet,0.03881072570049837,bed,0.01097468408155954,bigger,0.01133818145314634
497,camps,0.018018610433380752,information,0.008194244253789,cebu,0.01225669783148592,civil,0.021077839161570668,consequence,0.011334570337003254,catastrophe,0.012835355396993724,budgetary,0.008265761840197,apparent,0.04165718993539503,civil,0.04201026765161853,chart,0.01957079888892792,comprehensive,0.023546975416026766,benhur,0.017200142696862823,bedrock,0.009152257533112669,biggest,0.009596796612354064
498,campus,0.022733682972964877,initially,0.008194244253789,ceiling,0.02852824312213256,claim,0.02259704745195336,consequent,0.011334570337003254,cattle,0.012835355396993724,build,0.02656680681173872,apparently,0.057757948914817926,civilian,0.10835977779407022,charter,0.030730006408581118,comprising,0.011773487708013383,berdin,0.018920133687618378,beg,0.016577840615731296,bikini,0.01133818145314634
499,cancer,0.009368535330642462,initiated,0.008194244253789,cement,0.015647287911771945,clamor,0.013655984675974371,consequently,0.025928172970028907,caught,0.010322857154532938,builder,0.0064031087764125465,appeal,0.2083100875806635,class,0.0622347289184259,chastity,0.01790416491813589,compromise,0.0186992585915015,bernard,0.019405362850249186,began,0.12617610600217663,bilateral,0.05035493943788453
500,candidate,0.0270872160533463,initiative,0.016388488507578,censorship,0.016635210779583826,clarification,0.020515916612626438,conservation,0.02609436894379654,cause,0.0604963695730459,building,0.04882853879269391,appealed,0.01629730510861042,classroom,0.03661051762808151,cheap,0.01790416491813589,computerization,0.017571490637997584,best,0.1220184529387634,beggared,0.009152257533112669,bilaterally,0.007369736430134934
501,candle,0.01863575776410418,integrity,0.008194244253789,census,0.0244013759226505,clarify,0.020515916612626438,conserve,0.021552029397151208,caused,0.015218111123853722,built,0.0064031087764125465,appealing,0.017115822466324156,clean,0.07012742754504159,cheat,0.02023430391088488,computerized,0.011773487708013383,betray,0.017200142696862823,begin,0.11585789627668737,billing,0.029157406109383242
502,candor,0.02225571781972413,interested,0.008194244253789,cent,0.08957718537096712,clarity,0.022332811144046547,consider,0.13228242403344323,causing,0.009803837527447833,bulacan,0.012806217552825093,appear,0.05342207254054955,clear,0.07068057389311276,cheating,0.01790416491813589,concentrate,0.011773487708013383,betrayed,0.03984324991045865,beginning,0.10581619643298731,billion,0.23233714046777038
503,cane,0.018737070661284924,interim,0.008194244253789,centavo,0.00612834891574296,class,0.07267701656229603,considerable,0.011334570337003254,caustic,0.010322857154532938,bulk,0.011753215486406563,appearance,0.04106700856344166,clearing,0.020744909639475298,check,0.016470641724909904,concern,0.04793491175922861,better,0.2865174350092141,begun,0.06278502893533884,billionaire,0.02734266117641631
504,cannery,0.018737070661284924,interior,0.008194244253789,center,0.028515339822449325,clean,0.022332811144046547,considerably,0.023090737712335597,cavan,0.009803837527447833,buntun,0.0064031087764125465,appeared,0.007298396982888459,clearly,0.034461731491819206,checking,0.01957079888892792,concerned,0.023546975416026766,bias,0.0661810823288101,behalf,0.02186888224730176,bind,0.015279992812648736
505,cannon,0.01863575776410418,international,0.008194244253789,central,0.06020950832245526,clearance,0.023545930316654484,consideration,0.05425624883517608,cavanes,0.009803837527447833,burden,0.033669360560268057,appears,0.082469568717067,close,0.058032657723616723,chief,0.04138205286210904,concerted,0.017571490637997584,bibiguin,0.016545270582202527,behaving,0.017608629010096653,biodiversity,0.020670626259772066
506,capable,0.028677817698993843,intervened,0.008194244253789,centrifugal,0.008317605389791913,cleared,0.011772965158327242,considered,0.02609436894379654,cavite,0.010322857154532938,bureau,0.08676138362491326,appeasement,0.004853532030505933,closely,0.013906719927535567,child,0.18739451170821683,conclude,0.031271653281183656,bibigyan,0.0303644773481137,belen,0.02318069132093648,biology,0.007369736430134934
507,capacitate,0.018018610433380752,invaded,0.008194244253789,century,0.00612834891574296,clearly,0.022332811144046547,considering,0.042964318807467594,cease,0.010322857154532938,burgos,0.0064031087764125465,appellate,0.09530096568843831,closeness,0.02196951827788676,china,0.1799126038120144,concrete,0.012813790192407708,bickering,0.03972806462876668,belgium,0.0078471096319951,bir,0.028935786681624515
508,capacity,0.02759950133802567,invader,0.008194244253789,cereal,0.00713206078053314,climate,0.027311969351948743,consist,0.021552029397151208,cebu,0.02690700711438041,busi,0.011753215486406563,appetite,0.03245457991132221,closer,0.02196951827788676,chinese,0.01790416491813589,condition,0.0276532994604273,bicol,0.15605966840502264,belief,0.05341091521553117,birth,0.024819719736629837
509,capital,0.1268263705727612,invincibility,0.008194244253789,ceremony,0.00713206078053314,clinic,0.034994076056547245,consisted,0.011545368856167798,ceiling,0.0176081946325993,business,0.09396350142179426,applicable,0.005792519899949861,coastline,0.022699702612680502,choice,0.016470641724909904,condoning,0.017571490637997584,bicols,0.019405362850249186,believe,0.08819146631500821,bisaya,0.01710621402060597
510,capitol,0.009368535330642462,invitation,0.008194244253789,certain,0.07996694860155323,cloaked,0.014352473191582374,consistent,0.0315714295702994,ceived,0.012835355396993724,businessman,0.00664170170293468,applicant,0.020013276316638295,cob,0.013906719927535567,chosen,0.01790416491813589,conducted,0.011773487708013383,bidding,0.045445107118195466,believed,0.030653885685456926,bishop,0.011264076072628089
511,capiz,0.009368535330642462,invited,0.008194244253789,certainly,0.011749869344679796,close,0.03987109994432386,consistently,0.022669140674006508,celebrate,0.012835355396993724,businessmen,0.03269879112646639,application,0.10370582116191837,coconut,0.013906719927535567,christians,0.01790416491813589,confer,0.0186992585915015,bienvenido,0.02136762183559526,believing,0.01097468408155954,bit,0.056259384187118386
512,capture,0.01219813046362889,inviting,0.008194244253789,certificate,0.018385046747228878,closed,0.014352473191582374,consisting,0.02160455582993509,cellulosa,0.009803837527447833,buy,0.00664170170293468,applied,0.08140035549794042,code,0.06995056754642877,christmas,0.016470641724909904,conference,0.023546975416026766,big,0.09539699789312803,belittled,0.012369416483024599,bitung,0.009596796612354064
513,captured,0.01219813046362889,irreparable,0.008194244253789,certification,0.01426412156106628,closely,0.011772965158327242,consists,0.018038806861755824,cement,0.0865974261207584,buying,0.008265761840197,applies,0.022869584228585628,coercion,0.022699702612680502,church,0.01839114425574491,confess,0.011773487708013383,bigas,0.10873828499075967,bell,0.01543414009460636,blabber,0.009596796612354064
514,care,0.04398981414230157,island,0.032776977015156,certified,0.00713206078053314,closer,0.026642082635118365,consolidate,0.016068069287260112,cemented,0.012835355396993724,c,0.018878190974508862,apply,0.05279087967292516,coffee,0.013906719927535567,cid,0.030894238854653262,confidence,0.0381896940366529,biggest,0.1398097768623851,belmonte,0.04436977310624022,black,0.029157406109383242
515,career,0.01863575776410418,isolation,0.008194244253789,certify,0.010084883367087741,closest,0.014352473191582374,consolidated,0.011545368856167798,cementing,0.020645714309065876,cabanatuan,0.0064031087764125465,applying,0.033605330869724205,coherent,0.02196951827788676,cite,0.01790416491813589,confident,0.012813790192407708,bigla,0.018920133687618378,belong,0.02087406983590455,blame,0.0171669814927231
516,careful,0.0659224268537788,jacksonville,0.008194244253789,chaff,0.00713206078053314,clothed,0.014352473191582374,consonance,0.011334570337003254,cen,0.009803837527447833,cabinet,0.01328340340586936,appoint,0.10297352721769193,collateral,0.02196951827788676,citizen,0.15249099334233138,confine,0.011773487708013383,biglang,0.018920133687618378,belonging,0.0078471096319951,blamed,0.020670626259772066
517,carefully,0.03729759060985015,jacob,0.008194244253789,chain,0.008317605389791913,clothing,0.03361460990345792,conspiracy,0.021552029397151208,census,0.015627312159372343,cabuyao,0.0064031087764125465,appointed,0.10469555039578342,collection,0.08211933013475976,citizenry,0.049233172378391296,conflict,0.023546975416026766,bigyan,0.06610370922048267,beloved,0.03367160464725574,blaming,0.01710621402060597
518,caring,0.01863575776410418,japan,0.065553954030312,chairman,0.00713206078053314,coal,0.011772965158327242,constant,0.018038806861755824,cent,0.26272759047104194,cagayan,0.03841865265847528,appointee,0.020525069668339974,com,0.07850399160401851,citizenship,0.01790416491813589,confluence,0.011773487708013383,biktima,0.026124294791510943,ben,0.0078471096319951,blare,0.01133818145314634
519,carl,0.014613213247665124,japanese,0.065553954030312,chairmanship,0.00612834891574296,coconut,0.03770511114505491,constitute,0.016068069287260112,centavo,0.009498406784890341,calamba,0.0064031087764125465,appointing,0.04117541446872242,combat,0.029533831212667054,city,0.14156272387044927,confront,0.011773487708013383,bilateral,0.028501913298417135,beneath,0.034725524609280946,blast,0.011848542642400268
520,carreon,0.01219813046362889,join,0.016388488507578,challenge,0.01098652060037865,coherent,0.014352473191582374,constitutes,0.023090737712335597,centennial,0.018258200773766182,calamity,0.01328340340586936,appointment,0.10495576861641776,combination,0.022699702612680502,civic,0.18465648789861966,congress,0.19745874814713113,bilhin,0.05143564705143093,beneficial,0.017608629010096653,blatant,0.01133818145314634
521,carried,0.05502181725675126,joint,0.024582732761367,champion,0.017312273889364002,coincident,0.028292057270183295,constitution,0.025928172970028907,center,0.0976595093134576,calendar,0.010284678416251497,apportioned,0.013256740459653579,combine,0.03387240972704293,civil,0.14139369807260535,congressman,0.017571490637997584,bilihin,0.06646467899378511,beneficiaries,0.024738832966049198,bleeds,0.022993498528672603
522,carrier,0.018361668256264112,jones,0.016388488507578,chance,0.010084883367087741,cold,0.013655984675974371,constitutional,0.025928172970028907,central,0.060655756005113415,called,0.03859500166307761,apportionment,0.03814456499804016,combustor,0.013906719927535567,civility,0.01839114425574491,connection,0.011773487708013383,biliran,0.03881072570049837,beneficiary,0.20313984041923616,blended,0.011848542642400268
523,carry,0.16367466875229159,july,0.008194244253789,change,0.023638027178349355,collecting,0.028292057270183295,constrained,0.021552029397151208,centralize,0.009803837527447833,calling,0.010284678416251497,appraisal,0.009358042601246608,come,0.16119788657066594,claim,0.05181502557292269,conquer,0.012813790192407708,billion,0.6413700896021588,benefit,0.2980194698834695,bless,0.02267636290629268
524,carrying,0.0713193516785934,june,0.016388488507578,channel,0.011749869344679796,collection,0.0839510905666101,construct,0.016068069287260112,centralizing,0.010322857154532938,camarines,0.032015543882062736,appreciable,0.004853532030505933,coming,0.027813439855071134,claimant,0.03009858049287787,consider,0.012813790192407708,bilyon,0.1259315995569064,benefited,0.033606320536577,blessing,0.011848542642400268
525,case,0.22624849066986727,jurisdiction,0.008194244253789,chaos,0.017312273889364002,collective,0.04304963647908794,constructed,0.05395022461149983,centrifugal,0.010322857154532938,cambodia,0.0064031087764125465,appreciably,0.005792519899949861,command,0.045399405225361004,claimed,0.015447119427326631,considered,0.025627580384815416,bilyong,0.16695186712245536,benefiting,0.013939724254706753,blew,0.014739472860269867
526,cash,0.03828706074828798,just,0.016388488507578,character,0.016635210779583826,collectively,0.011772965158327242,construction,0.1340881093062895,century,0.009498406784890341,came,0.008265761840197,appreciate,0.013616502570959175,commander,0.040028921004141356,clamor,0.02023430391088488,considering,0.012813790192407708,binabantayan,0.016545270582202527,benigno,0.039498118060840755,block,0.011264076072628089
527,catalogued,0.009368535330642462,justice,0.016388488507578,charge,0.018385046747228878,college,0.06369081747884549,constructive,0.023090737712335597,cepoc,0.009803837527447833,campaign,0.07236896772131732,appreciated,0.017644294226577716,commend,0.013906719927535567,clark,0.026173020734736742,consistently,0.011773487708013383,binabayaran,0.017200142696862823,bequeath,0.021944309785220502,blood,0.02585214382221515
528,categorical,0.014613213247665124,kept,0.024582732761367,chargeable,0.008317605389791913,collegiate,0.013655984675974371,consulate,0.011334570337003254,cern,0.012835355396993724,cancer,0.0064031087764125465,appreciation,0.004853532030505933,commerce,0.027367394785486256,class,0.06960566721646036,consists,0.011773487708013383,binanggit,0.016545270582202527,bequeathed,0.037108249449073795,bloodier,0.011264076072628089
529,category,0.01863575776410418,key,0.008194244253789,charged,0.0306417445787148,colonial,0.013655984675974371,consultation,0.032136138574520225,certain,0.08198041732574236,candid,0.024696397641600105,apprehended,0.02160034734397718,commercial,0.04393903655577352,clean,0.05110642837164635,consolidated,0.03514298127599517,binatilyo,0.019405362850249186,bernal,0.012369416483024599,bloodies,0.009596796612354064
530,cause,0.06475692720362068,know,0.008194244253789,charging,0.00713206078053314,com,0.06208374379003536,consumer,0.06826826583310894,certainly,0.015627312159372343,candidate,0.04417824104315001,apprehension,0.019311398877839468,commission,0.05672351008722383,cleaner,0.01839114425574491,consolidation,0.011773487708013383,binayarang,0.016545270582202527,besmirched,0.01097468408155954,bloodshed,0.022993498528672603
531,caused,0.035247352943346626,l,0.008194244253789,charter,0.01225669783148592,combat,0.022332811144046547,consumption,0.026975112305749914,certainty,0.010322857154532938,candor,0.01698960939642152,apprenticeship,0.00914503924439278,commitment,0.1480721078708096,cleaning,0.03580832983627178,constituted,0.012813790192407708,binibenta,0.017200142696862823,best,0.09519731113801705,bloody,0.020670626259772066
532,causing,0.04060901893140353,labor,0.016388488507578,chartered,0.016635210779583826,combined,0.03701467973444685,contact,0.011334570337003254,certificate,0.018996813569780682,canned,0.025612435105650186,appro,0.005792519899949861,committed,0.045399405225361004,cleanse,0.015447119427326631,constitution,0.12273194612523461,binibigay,0.02890356519201387,bet,0.0078471096319951,blow,0.02734266117641631
533,cavanes,0.009368535330642462,laborer,0.008194244253789,cheap,0.00612834891574296,come,0.09650390564677586,contain,0.016068069287260112,cessation,0.010322857154532938,cannery,0.01328340340586936,approach,0.14320145828018835,committee,0.03505083961551636,clear,0.09912082713520876,constitutional,0.040035709654500484,binibili,0.029855255080135333,better,0.15820576555343951,blue,0.01133818145314634
534,cease,0.03444347503314093,lacerated,0.008194244253789,checked,0.016635210779583826,comfort,0.013655984675974371,contained,0.011334570337003254,ceylon,0.010322857154532938,cap,0.0064031087764125465,approached,0.011585039799899721,common,0.1402608264045652,clearly,0.03294128344981981,constructed,0.011773487708013383,binigyan,0.03739273601599167,betting,0.0078471096319951,bluff,0.01133818145314634
535,ceaselessly,0.018018610433380752,laid,0.008194244253789,cheer,0.00612834891574296,coming,0.054268728735953335,contended,0.021552029397151208,chagrin,0.010322857154532938,capability,0.0064031087764125465,approaching,0.010281817027139269,commonality,0.013906719927535567,clemency,0.01957079888892792,construction,0.0366073403293531,biochemist,0.017200142696862823,bfar,0.009152257533112669,bluntly,0.020670626259772066
536,cebu,0.05066398686339284,land,0.016388488507578,chemical,0.00713206078053314,command,0.028292057270183295,contented,0.016068069287260112,chalked,0.010322857154532938,capable,0.025429531934961114,appropria,0.018975355611448756,communicated,0.020014460502070678,cliche,0.01957079888892792,constructive,0.011773487708013383,biodiesel,0.019405362850249186,bfp,0.01097468408155954,board,0.009596796612354064
537,cedula,0.045710030403004774,lapse,0.008194244253789,cherish,0.016635210779583826,commencing,0.011772965158327242,contentment,0.032136138574520225,chalking,0.018996813569780682,capacity,0.051878943633235315,appropriate,0.11661934083805316,communication,0.051787702092072285,climate,0.05406817358863485,consumer,0.011773487708013383,biofuel,0.048350570665917726,bi,0.009152257533112669,boc,0.01133818145314634
538,cellulose,0.018737070661284924,large,0.016388488507578,chicken,0.008317605389791913,commensurate,0.02870494638316475,contingent,0.011545368856167798,challenge,0.05314298638066389,capital,0.12167375776580937,appropriated,0.058380474579091186,communist,0.07126006986561098,clogged,0.016470641724909904,consumption,0.0276532994604273,biofuels,0.042217339615218515,bias,0.0078471096319951,body,0.037835835973529096
539,cement,0.057311242725661786,lasting,0.008194244253789,chief,0.012744323313305751,comment,0.013655984675974371,continuance,0.016068069287260112,chamber,0.0176081946325993,capitalization,0.00664170170293468,appropriation,0.05665363706565407,community,0.11751900848632452,cloning,0.015447119427326631,contagion,0.011773487708013383,bir,0.09244746409022714,bicol,0.021444706356718104,bolo,0.009596796612354064
540,census,0.028761916104334248,later,0.008194244253789,chiefly,0.010084883367087741,commerce,0.022332811144046547,continuation,0.011334570337003254,chance,0.0176081946325993,captain,0.0064031087764125465,approval,0.07477904242055655,company,0.020744909639475298,close,0.03883987963925125,contained,0.012813790192407708,biron,0.03257494794114236,bid,0.012369416483024599,bolster,0.022993498528672603
541,cent,0.11633375139387234,launched,0.016388488507578,child,0.024952816169375735,commercial,0.03531889547498173,continue,0.17187572453947042,change,0.056591624526563244,captivity,0.0064031087764125465,approve,0.03472437920948356,compare,0.03288440318833556,closed,0.026173020734736742,content,0.012813790192407708,birth,0.04593489120230569,bidded,0.0078471096319951,bolstered,0.009596796612354064
542,centavo,0.028450299868872334,lavishly,0.008194244253789,china,0.020308055223165245,commercially,0.014352473191582374,continued,0.11546963987321975,changed,0.009498406784890341,capture,0.015521072326266453,approved,0.14351544227104415,compared,0.041489819278950596,closely,0.01839114425574491,continue,0.11350581436526055,bisa,0.016545270582202527,bidder,0.03450317592774424,bolstering,0.011848542642400268
543,center,0.047590510599070594,law,0.049165465522734,cholera,0.00713206078053314,commis,0.022332811144046547,continues,0.041503171584649626,changing,0.02294756923860471,capturing,0.0064031087764125465,approving,0.024369043537136315,compassion,0.04016457716267652,closer,0.04595576137365783,continued,0.03532046312404015,bishop,0.019405362850249186,bidding,0.06641042586441662,bolt,0.01133818145314634
544,central,0.037179759441118836,lay,0.008194244253789,chosen,0.016635210779583826,commission,0.07010332326997153,continuing,0.04354150360740545,channel,0.022706764132956452,caput,0.04095412694170723,approximate,0.029742297997581227,compelled,0.020014460502070678,closest,0.02871519395759453,continues,0.0186992585915015,bishops,0.019405362850249186,biff,0.0078471096319951,bomb,0.01710621402060597
